,dEVI,Grid,Range
6842,NA,MCC,SK
6843,NA,MCC,SK
6844,NA,MCC,SK
6845,NA,MCC,SK
6846,NA,MCC,SK
6847,NA,MCC,SK
6848,NA,MCC,SK
6849,NA,MCC,SK
6850,NA,MCC,SK
6851,NA,MCC,SK
6852,NA,MCC,SK
6853,NA,MCC,SK
6854,NA,MCC,SK
6855,NA,MCC,SK
6856,NA,MCC,SK
6857,NA,MCC,SK
6858,NA,MCC,SK
6859,NA,MCC,SK
6860,NA,MCC,SK
6861,NA,MCC,SK
6862,NA,MCC,SK
6863,NA,MCC,SK
6864,NA,MCC,SK
6865,NA,MCC,SK
6866,NA,MCC,SK
6867,NA,MCC,SK
6868,NA,MCC,SK
6869,NA,MCC,SK
6870,NA,MCC,SK
6871,NA,MCC,SK
6872,NA,MCC,SK
6873,NA,MCC,SK
6874,NA,MCC,SK
6875,NA,MCC,SK
6876,NA,MCC,SK
6877,NA,MCC,SK
6878,NA,MCC,SK
6879,NA,MCC,SK
6880,NA,MCC,SK
6881,NA,MCC,SK
6882,NA,MCC,SK
6883,NA,MCC,SK
6884,NA,MCC,SK
6885,NA,MCC,SK
6886,NA,MCC,SK
6887,NA,MCC,SK
6888,NA,MCC,SK
6889,NA,MCC,SK
6890,NA,MCC,SK
6891,NA,MCC,SK
6892,NA,MCC,SK
6893,NA,MCC,SK
6894,NA,MCC,SK
6895,NA,MCC,SK
6896,NA,MCC,SK
6897,NA,MCC,SK
6898,NA,MCC,SK
6899,NA,MCC,SK
6900,NA,MCC,SK
6901,NA,MCC,SK
6902,NA,MCC,SK
6903,NA,MCC,SK
6904,NA,MCC,SK
6905,NA,MCC,SK
6906,NA,MCC,SK
6907,NA,MCC,SK
6908,NA,MCC,SK
6909,NA,MCC,SK
6910,NA,MCC,SK
6911,NA,MCC,SK
6912,NA,MCC,SK
6913,NA,MCC,SK
6914,NA,MCC,SK
6915,NA,MCC,SK
6916,NA,MCC,SK
6917,NA,MCC,SK
6918,NA,MCC,SK
6919,NA,MCC,SK
6920,NA,MCC,SK
6921,NA,MCC,SK
6922,NA,MCC,SK
6923,NA,MCC,SK
6924,NA,MCC,SK
6925,NA,MCC,SK
6926,NA,MCC,SK
6927,NA,MCC,SK
6928,NA,MCC,SK
6929,NA,MCC,SK
6930,NA,MCC,SK
6931,NA,MCC,SK
6932,NA,MCC,SK
6933,NA,MCC,SK
6934,NA,MCC,SK
6935,NA,MCC,SK
6936,NA,MCC,SK
6937,NA,MCC,SK
6938,NA,MCC,SK
6939,NA,MCC,SK
6940,NA,MCC,SK
6941,NA,MCC,SK
6942,NA,MCC,SK
6943,NA,MCC,SK
6944,NA,MCC,SK
6945,NA,MCC,SK
6946,NA,MCC,SK
6947,NA,MCC,SK
6948,NA,MCC,SK
6949,NA,MCC,SK
6950,NA,MCC,SK
6951,NA,MCC,SK
6952,NA,MCC,SK
6953,NA,MCC,SK
6954,NA,MCC,SK
6955,NA,MCC,SK
6956,NA,MCC,SK
6957,NA,MCC,SK
6958,NA,MCC,SK
6959,NA,MCC,SK
6960,NA,MCC,SK
6961,NA,MCC,SK
6962,NA,MCC,SK
6963,NA,MCC,SK
6964,NA,MCC,SK
6965,NA,MCC,SK
6966,NA,MCC,SK
6967,NA,MCC,SK
6968,NA,MCC,SK
6969,NA,MCC,SK
6970,NA,MCC,SK
6971,NA,MCC,SK
6972,NA,MCC,SK
6973,NA,MCC,SK
6974,NA,MCC,SK
6975,NA,MCC,SK
6976,NA,MCC,SK
6977,NA,MCC,SK
6978,NA,MCC,SK
6979,NA,MCC,SK
6980,NA,MCC,SK
6981,NA,MCC,SK
6982,NA,MCC,SK
6983,NA,MCC,SK
6984,NA,MCC,SK
6985,NA,MCC,SK
6986,NA,MCC,SK
6987,NA,MCC,SK
6988,NA,MCC,SK
6989,NA,MCC,SK
6990,NA,MCC,SK
6991,NA,MCC,SK
6992,NA,MCC,SK
6993,NA,MCC,SK
6994,NA,MCC,SK
6995,NA,MCC,SK
6996,NA,MCC,SK
6997,NA,MCC,SK
6998,NA,MCC,SK
6999,NA,MCC,SK
7000,NA,MCC,SK
7001,NA,MCC,SK
7002,NA,MCC,SK
7003,NA,MCC,SK
7004,NA,MCC,SK
7005,NA,MCC,SK
7006,NA,MCC,SK
7007,NA,MCC,SK
7008,NA,MCC,SK
7009,NA,MCC,SK
7010,NA,MCC,SK
7011,NA,MCC,SK
7012,NA,MCC,SK
7013,NA,MCC,SK
7014,NA,MCC,SK
7015,NA,MCC,SK
7016,NA,MCC,SK
7017,NA,MCC,SK
7018,NA,MCC,SK
7019,NA,MCC,SK
7020,NA,MCC,SK
7021,NA,MCC,SK
7022,NA,MCC,SK
7023,NA,MCC,SK
7024,NA,MCC,SK
7025,NA,MCC,SK
7026,NA,MCC,SK
7027,NA,MCC,SK
7028,NA,MCC,SK
7029,NA,MCC,SK
7030,NA,MCC,SK
7031,NA,MCC,SK
7032,NA,MCC,SK
7033,NA,MCC,SK
7034,NA,MCC,SK
7035,NA,MCC,SK
7036,NA,MCC,SK
7037,NA,MCC,SK
7038,NA,MCC,SK
7039,NA,MCC,SK
7040,NA,MCC,SK
7041,NA,MCC,SK
7042,NA,MCC,SK
7043,NA,MCC,SK
7044,NA,MCC,SK
7045,NA,MCC,SK
7046,NA,MCC,SK
7047,NA,MCC,SK
7048,NA,MCC,SK
7049,NA,MCC,SK
7050,NA,MCC,SK
7051,NA,MCC,SK
7052,NA,MCC,SK
7053,NA,MCC,SK
7054,NA,MCC,SK
7055,NA,MCC,SK
7056,NA,MCC,SK
7057,NA,MCC,SK
7058,NA,MCC,SK
7059,NA,MCC,SK
7060,NA,MCC,SK
7061,NA,MCC,SK
7062,NA,MCC,SK
7063,NA,MCC,SK
7064,NA,MCC,SK
7065,NA,MCC,SK
7066,NA,MCC,SK
7067,NA,MCC,SK
7068,NA,MCC,SK
7069,NA,MCC,SK
7070,NA,MCC,SK
7071,NA,MCC,SK
7072,NA,MCC,SK
7073,NA,MCC,SK
7074,NA,MCC,SK
7075,NA,MCC,SK
7076,NA,MCC,SK
7077,NA,MCC,SK
7078,NA,MCC,SK
7079,NA,MCC,SK
7080,NA,MCC,SK
7081,NA,MCC,SK
7082,NA,MCC,SK
7083,NA,MCC,SK
7084,NA,MCC,SK
7085,NA,MCC,SK
7086,NA,MCC,SK
7087,NA,MCC,SK
7088,NA,MCC,SK
7089,NA,MCC,SK
7090,NA,MCC,SK
7091,NA,MCC,SK
7092,NA,MCC,SK
7093,NA,MCC,SK
7094,NA,MCC,SK
7095,NA,MCC,SK
7096,NA,MCC,SK
7097,NA,MCC,SK
7098,NA,MCC,SK
7099,NA,MCC,SK
7100,NA,MCC,SK
7101,NA,MCC,SK
7102,NA,MCC,SK
7103,NA,MCC,SK
7104,NA,MCC,SK
7105,NA,MCC,SK
7106,NA,MCC,SK
7107,NA,MCC,SK
7108,NA,MCC,SK
7109,NA,MCC,SK
7110,NA,MCC,SK
7111,NA,MCC,SK
7112,NA,MCC,SK
7113,NA,MCC,SK
7114,NA,MCC,SK
7115,NA,MCC,SK
7116,NA,MCC,SK
7117,NA,MCC,SK
7118,NA,MCC,SK
7119,NA,MCC,SK
7120,NA,MCC,SK
7121,NA,MCC,SK
7122,NA,MCC,SK
7123,NA,MCC,SK
7124,NA,MCC,SK
7125,NA,MCC,SK
7126,NA,MCC,SK
7127,NA,MCC,SK
7128,NA,MCC,SK
7129,NA,MCC,SK
7130,NA,MCC,SK
7131,NA,MCC,SK
7132,NA,MCC,SK
7133,NA,MCC,SK
7134,NA,MCC,SK
7135,NA,MCC,SK
7136,NA,MCC,SK
7137,NA,MCC,SK
7138,NA,MCC,SK
7139,NA,MCC,SK
7140,NA,MCC,SK
7141,NA,MCC,SK
7142,NA,MCC,SK
7143,NA,MCC,SK
7144,NA,MCC,SK
7145,NA,MCC,SK
7146,NA,MCC,SK
7147,NA,MCC,SK
7148,NA,MCC,SK
7149,NA,MCC,SK
7150,NA,MCC,SK
7151,NA,MCC,SK
7152,NA,MCC,SK
7153,NA,MCC,SK
7154,NA,MCC,SK
7155,NA,MCC,SK
7156,NA,MCC,SK
7157,NA,MCC,SK
7158,NA,MCC,SK
7159,NA,MCC,SK
7160,NA,MCC,SK
7161,NA,MCC,SK
7162,NA,MCC,SK
7163,NA,MCC,SK
7164,NA,MCC,SK
7165,NA,MCC,SK
7166,NA,MCC,SK
7167,NA,MCC,SK
7168,NA,MCC,SK
7169,NA,MCC,SK
7170,NA,MCC,SK
7171,NA,MCC,SK
7172,NA,MCC,SK
7173,NA,MCC,SK
7174,NA,MCC,SK
7175,NA,MCC,SK
7176,NA,MCC,SK
7177,NA,MCC,SK
7178,NA,MCC,SK
7179,NA,MCC,SK
7180,NA,MCC,SK
7181,NA,MCC,SK
7182,NA,MCC,SK
7183,NA,MCC,SK
7184,NA,MCC,SK
7185,NA,MCC,SK
7186,NA,MCC,SK
7187,NA,MCC,SK
7188,NA,MCC,SK
7189,NA,MCC,SK
7190,NA,MCC,SK
7191,NA,MCC,SK
7192,NA,MCC,SK
7193,NA,MCC,SK
7194,NA,MCC,SK
7195,NA,MCC,SK
7196,NA,MCC,SK
7197,NA,MCC,SK
7198,NA,MCC,SK
7199,NA,MCC,SK
7200,NA,MCC,SK
7201,NA,MCC,SK
7202,NA,MCC,SK
7203,NA,MCC,SK
7204,NA,MCC,SK
7205,NA,MCC,SK
7206,NA,MCC,SK
7207,NA,MCC,SK
7208,NA,MCC,SK
7209,NA,MCC,SK
7210,NA,MCC,SK
7211,NA,MCC,SK
7212,NA,MCC,SK
7213,NA,MCC,SK
7214,NA,MCC,SK
7215,NA,MCC,SK
7216,NA,MCC,SK
7217,NA,MCC,SK
7218,NA,MCC,SK
7219,NA,MCC,SK
7220,NA,MCC,SK
7221,NA,MCC,SK
7222,NA,MCC,SK
7223,NA,MCC,SK
7224,NA,MCC,SK
7225,NA,MCC,SK
7226,NA,MCC,SK
7227,NA,MCC,SK
7228,NA,MCC,SK
7229,NA,MCC,SK
7230,NA,MCC,SK
7231,NA,MCC,SK
7232,NA,MCC,SK
7233,NA,MCC,SK
7234,NA,MCC,SK
7235,NA,MCC,SK
7236,NA,MCC,SK
7237,NA,MCC,SK
7238,NA,MCC,SK
7239,NA,MCC,SK
7240,NA,MCC,SK
7241,NA,MCC,SK
7242,NA,MCC,SK
7243,NA,MCC,SK
7244,NA,MCC,SK
7245,NA,MCC,SK
7246,NA,MCC,SK
7247,NA,MCC,SK
7248,NA,MCC,SK
7249,NA,MCC,SK
7250,NA,MCC,SK
7251,NA,MCC,SK
7252,NA,MCC,SK
7253,NA,MCC,SK
7254,NA,MCC,SK
7255,NA,MCC,SK
7256,NA,MCC,SK
7257,NA,MCC,SK
7258,NA,MCC,SK
7259,NA,MCC,SK
7260,NA,MCC,SK
7261,NA,MCC,SK
7262,NA,MCC,SK
7263,NA,MCC,SK
7264,NA,MCC,SK
7265,NA,MCC,SK
7266,NA,MCC,SK
7267,NA,MCC,SK
7268,NA,MCC,SK
7269,NA,MCC,SK
7270,NA,MCC,SK
7271,NA,MCC,SK
7272,NA,MCC,SK
7273,NA,MCC,SK
7274,NA,MCC,SK
7275,NA,MCC,SK
7276,NA,MCC,SK
7277,NA,MCC,SK
7278,NA,MCC,SK
7279,NA,MCC,SK
7280,NA,MCC,SK
7281,NA,MCC,SK
7282,NA,MCC,SK
7283,NA,MCC,SK
7284,NA,MCC,SK
7285,NA,MCC,SK
7286,NA,MCC,SK
7287,NA,MCC,SK
7288,NA,MCC,SK
7289,NA,MCC,SK
7290,NA,MCC,SK
7291,NA,MCC,SK
7292,NA,MCC,SK
7293,NA,MCC,SK
7294,NA,MCC,SK
7295,NA,MCC,SK
7296,NA,MCC,SK
7297,NA,MCC,SK
7298,NA,MCC,SK
7299,NA,MCC,SK
7300,NA,MCC,SK
7301,NA,MCC,SK
7302,NA,MCC,SK
7303,NA,MCC,SK
7304,NA,MCC,SK
7305,NA,MCC,SK
7306,NA,MCC,SK
7307,NA,MCC,SK
7308,NA,MCC,SK
7309,NA,MCC,SK
7310,NA,MCC,SK
7311,NA,MCC,SK
7312,NA,MCC,SK
7313,NA,MCC,SK
7314,NA,MCC,SK
7315,NA,MCC,SK
7316,NA,MCC,SK
7317,NA,MCC,SK
7318,NA,MCC,SK
7319,NA,MCC,SK
7320,NA,MCC,SK
7321,NA,MCC,SK
7322,NA,MCC,SK
7323,NA,MCC,SK
7324,NA,MCC,SK
7325,NA,MCC,SK
7326,NA,MCC,SK
7327,NA,MCC,SK
7328,NA,MCC,SK
7329,NA,MCC,SK
7330,NA,MCC,SK
7331,NA,MCC,SK
7332,NA,MCC,SK
7333,NA,MCC,SK
7334,NA,MCC,SK
7335,NA,MCC,SK
7336,NA,MCC,SK
7337,NA,MCC,SK
7338,NA,MCC,SK
7339,NA,MCC,SK
7340,NA,MCC,SK
7341,NA,MCC,SK
7342,NA,MCC,SK
7343,NA,MCC,SK
7344,NA,MCC,SK
7345,NA,MCC,SK
7346,NA,MCC,SK
7347,NA,MCC,SK
7348,NA,MCC,SK
7349,NA,MCC,SK
7350,NA,MCC,SK
7351,NA,MCC,SK
7352,NA,MCC,SK
7353,NA,MCC,SK
7354,NA,MCC,SK
7355,NA,MCC,SK
7356,NA,MCC,SK
7357,NA,MCC,SK
7358,NA,MCC,SK
7359,NA,MCC,SK
7360,NA,MCC,SK
7361,NA,MCC,SK
7362,NA,MCC,SK
7363,NA,MCC,SK
7364,NA,MCC,SK
7365,NA,MCC,SK
7366,NA,MCC,SK
7367,NA,MCC,SK
7368,NA,MCC,SK
7369,NA,MCC,SK
7370,NA,MCC,SK
7371,NA,MCC,SK
7372,NA,MCC,SK
7373,NA,MCC,SK
7374,NA,MCC,SK
7375,NA,MCC,SK
7376,NA,MCC,SK
7377,NA,MCC,SK
7378,NA,MCC,SK
7379,NA,MCC,SK
7380,NA,MCC,SK
7381,NA,MCC,SK
7382,NA,MCC,SK
7383,NA,MCC,SK
7384,NA,MCC,SK
7385,NA,MCC,SK
7386,NA,MCC,SK
7387,NA,MCC,SK
7388,NA,MCC,SK
7389,NA,MCC,SK
7390,NA,MCC,SK
7391,NA,MCC,SK
7392,NA,MCC,SK
7393,NA,MCC,SK
7394,NA,MCC,SK
7395,NA,MCC,SK
7396,NA,MCC,SK
7397,NA,MCC,SK
7398,NA,MCC,SK
7399,NA,MCC,SK
7400,NA,MCC,SK
7401,NA,MCC,SK
7402,NA,MCC,SK
7403,NA,MCC,SK
7404,NA,MCC,SK
7405,NA,MCC,SK
7406,NA,MCC,SK
7407,NA,MCC,SK
7408,NA,MCC,SK
7409,NA,MCC,SK
7410,NA,MCC,SK
7411,NA,MCC,SK
7412,NA,MCC,SK
7413,NA,MCC,SK
7414,NA,MCC,SK
7415,NA,MCC,SK
7416,NA,MCC,SK
7417,NA,MCC,SK
7418,NA,MCC,SK
7419,NA,MCC,SK
7420,NA,MCC,SK
7421,NA,MCC,SK
7422,NA,MCC,SK
7423,NA,MCC,SK
7424,NA,MCC,SK
7425,NA,MCC,SK
7426,NA,MCC,SK
7427,NA,MCC,SK
7428,NA,MCC,SK
7429,NA,MCC,SK
7430,2125.5,FMM,ESAR
7431,2125.5,FMM,ESAR
7432,1893,FMM,ESAR
7433,1893,FMM,ESAR
7434,2228.5,FMM,ESAR
7435,2228.5,FMM,ESAR
7436,2125.5,FMM,ESAR
7437,2125.5,FMM,ESAR
7438,1893,FMM,ESAR
7439,1893,FMM,ESAR
7440,2129.5,FMM,ESAR
7441,1626.5,FMM,ESAR
7442,1626.5,FMM,ESAR
7443,1613.5,FMM,ESAR
7444,1613.5,FMM,ESAR
7445,1802,FMM,ESAR
7446,1802,FMM,ESAR
7447,2297.5,FMM,ESAR
7448,2297.5,FMM,ESAR
7449,2376.5,FMM,ESAR
7450,2376.5,FMM,ESAR
7451,2021,FMM,ESAR
7452,2143,FMM,ESAR
7453,2143,FMM,ESAR
7454,1626.5,FMM,ESAR
7455,1626.5,FMM,ESAR
7456,1613.5,FMM,ESAR
7457,1613.5,FMM,ESAR
7458,1802,FMM,ESAR
7459,1802,FMM,ESAR
7460,2297.5,FMM,ESAR
7461,2297.5,FMM,ESAR
7462,2376.5,FMM,ESAR
7463,2376.5,FMM,ESAR
7464,2021,FMM,ESAR
7465,2021,FMM,ESAR
7466,1943.5,FMM,ESAR
7467,1943.5,FMM,ESAR
7468,1605.5,FMM,ESAR
7469,1605.5,FMM,ESAR
7470,2028.5,FMM,ESAR
7471,2028.5,FMM,ESAR
7472,2260,FMM,ESAR
7473,2260,FMM,ESAR
7474,2689.5,FMM,ESAR
7475,2689.5,FMM,ESAR
7476,2299,FMM,ESAR
7477,2299,FMM,ESAR
7478,1850,FMM,ESAR
7479,1850,FMM,ESAR
7480,1672,FMM,ESAR
7481,1672,FMM,ESAR
7482,2132,FMM,ESAR
7483,2132,FMM,ESAR
7484,1625.5,FMM,ESAR
7485,1625.5,FMM,ESAR
7486,1943.5,FMM,ESAR
7487,1943.5,FMM,ESAR
7488,1605.5,FMM,ESAR
7489,1605.5,FMM,ESAR
7490,2028.5,FMM,ESAR
7491,2028.5,FMM,ESAR
7492,2260,FMM,ESAR
7493,2260,FMM,ESAR
7494,2689.5,FMM,ESAR
7495,2689.5,FMM,ESAR
7496,2299,FMM,ESAR
7497,2299,FMM,ESAR
7498,1850,FMM,ESAR
7499,1850,FMM,ESAR
7500,1672,FMM,ESAR
7501,1672,FMM,ESAR
7502,1569,FMM,ESAR
7503,1569,FMM,ESAR
7504,1821,FMM,ESAR
7505,1821,FMM,ESAR
7506,2291,FMM,ESAR
7507,2291,FMM,ESAR
7508,1796.5,FMM,ESAR
7509,1796.5,FMM,ESAR
7510,2274,FMM,ESAR
7511,2274,FMM,ESAR
7512,2745.5,FMM,ESAR
7513,2745.5,FMM,ESAR
7514,2445.5,FMM,ESAR
7515,2445.5,FMM,ESAR
7516,1667.5,FMM,ESAR
7517,1667.5,FMM,ESAR
7518,1665,FMM,ESAR
7519,1665,FMM,ESAR
7520,2062.5,FMM,ESAR
7521,2062.5,FMM,ESAR
7522,1569,FMM,ESAR
7523,1569,FMM,ESAR
7524,1821,FMM,ESAR
7525,1821,FMM,ESAR
7526,2291,FMM,ESAR
7527,2291,FMM,ESAR
7528,1796.5,FMM,ESAR
7529,1796.5,FMM,ESAR
7530,2274,FMM,ESAR
7531,2274,FMM,ESAR
7532,2745.5,FMM,ESAR
7533,2745.5,FMM,ESAR
7534,2445.5,FMM,ESAR
7535,2445.5,FMM,ESAR
7536,1667.5,FMM,ESAR
7537,1667.5,FMM,ESAR
7538,1593,FMM,ESAR
7539,1593,FMM,ESAR
7540,1511.5,FMM,ESAR
7541,1511.5,FMM,ESAR
7542,2006.5,FMM,ESAR
7543,2006.5,FMM,ESAR
7544,1991,FMM,ESAR
7545,1991,FMM,ESAR
7546,1910,FMM,ESAR
7547,1910,FMM,ESAR
7548,2169,FMM,ESAR
7549,2169,FMM,ESAR
7550,2291,FMM,ESAR
7551,2291,FMM,ESAR
7552,2341.5,FMM,ESAR
7553,2341.5,FMM,ESAR
7554,1626.5,FMM,ESAR
7555,1626.5,FMM,ESAR
7556,1122,FMM,ESAR
7557,1122,FMM,ESAR
7558,1593,FMM,ESAR
7559,1593,FMM,ESAR
7560,1511.5,FMM,ESAR
7561,1511.5,FMM,ESAR
7562,2006.5,FMM,ESAR
7563,2006.5,FMM,ESAR
7564,1991,FMM,ESAR
7565,1991,FMM,ESAR
7566,1910,FMM,ESAR
7567,1910,FMM,ESAR
7568,2169,FMM,ESAR
7569,2169,FMM,ESAR
7570,2291,FMM,ESAR
7571,2291,FMM,ESAR
7572,2341.5,FMM,ESAR
7573,2341.5,FMM,ESAR
7574,1626.5,FMM,ESAR
7575,1671.5,FMM,ESAR
7576,1671.5,FMM,ESAR
7577,1638,FMM,ESAR
7578,1638,FMM,ESAR
7579,1518,FMM,ESAR
7580,1518,FMM,ESAR
7581,1768.5,FMM,ESAR
7582,1768.5,FMM,ESAR
7583,1661.5,FMM,ESAR
7584,1661.5,FMM,ESAR
7585,1994,FMM,ESAR
7586,1994,FMM,ESAR
7587,2005.5,FMM,ESAR
7588,2005.5,FMM,ESAR
7589,1596.5,FMM,ESAR
7590,1596.5,FMM,ESAR
7591,1585,FMM,ESAR
7592,1585,FMM,ESAR
7593,1505.5,FMM,ESAR
7594,1532.5,FMM,ESAR
7595,1532.5,FMM,ESAR
7596,1671.5,FMM,ESAR
7597,1671.5,FMM,ESAR
7598,1638,FMM,ESAR
7599,1638,FMM,ESAR
7600,1518,FMM,ESAR
7601,1518,FMM,ESAR
7602,1768.5,FMM,ESAR
7603,1768.5,FMM,ESAR
7604,1661.5,FMM,ESAR
7605,1661.5,FMM,ESAR
7606,1994,FMM,ESAR
7607,1994,FMM,ESAR
7608,2005.5,FMM,ESAR
7609,2005.5,FMM,ESAR
7610,1596.5,FMM,ESAR
7611,1596.5,FMM,ESAR
7612,1585,FMM,ESAR
7613,1637,FMM,ESAR
7614,1946.5,FMM,ESAR
7615,1946.5,FMM,ESAR
7616,2014,FMM,ESAR
7617,2014,FMM,ESAR
7618,1502,FMM,ESAR
7619,1502,FMM,ESAR
7620,1796,FMM,ESAR
7621,1796,FMM,ESAR
7622,1875,FMM,ESAR
7623,1875,FMM,ESAR
7624,1756.5,FMM,ESAR
7625,1756.5,FMM,ESAR
7626,1510.5,FMM,ESAR
7627,1510.5,FMM,ESAR
7628,1236.5,FMM,ESAR
7629,1236.5,FMM,ESAR
7630,1316,FMM,ESAR
7631,1739.5,FMM,ESAR
7632,1637,FMM,ESAR
7633,1637,FMM,ESAR
7634,1946.5,FMM,ESAR
7635,1946.5,FMM,ESAR
7636,2014,FMM,ESAR
7637,2014,FMM,ESAR
7638,1502,FMM,ESAR
7639,1502,FMM,ESAR
7640,1796,FMM,ESAR
7641,1796,FMM,ESAR
7642,1875,FMM,ESAR
7643,1875,FMM,ESAR
7644,1756.5,FMM,ESAR
7645,1756.5,FMM,ESAR
7646,1510.5,FMM,ESAR
7647,1510.5,FMM,ESAR
7648,1236.5,FMM,ESAR
7649,1616.5,FMM,ESAR
7650,1552.5,FMM,ESAR
7651,1552.5,FMM,ESAR
7652,1567,FMM,ESAR
7653,1567,FMM,ESAR
7654,1575,FMM,ESAR
7655,NA,FMM,ESAR
7656,2206,FMM,ESAR
7657,2206,FMM,ESAR
7658,2712,FMM,ESAR
7659,2712,FMM,ESAR
7660,2164.5,FMM,ESAR
7661,2164.5,FMM,ESAR
7662,1798,FMM,ESAR
7663,1798,FMM,ESAR
7664,1379.5,FMM,ESAR
7665,1379.5,FMM,ESAR
7666,1536.5,FMM,ESAR
7667,1547.5,FMM,ESAR
7668,1616.5,FMM,ESAR
7669,1616.5,FMM,ESAR
7670,1552.5,FMM,ESAR
7671,1552.5,FMM,ESAR
7672,1567,FMM,ESAR
7673,1567,FMM,ESAR
7674,NA,FMM,ESAR
7675,1575,FMM,ESAR
7676,2206,FMM,ESAR
7677,2206,FMM,ESAR
7678,2712,FMM,ESAR
7679,2712,FMM,ESAR
7680,2164.5,FMM,ESAR
7681,2164.5,FMM,ESAR
7682,1798,FMM,ESAR
7683,1798,FMM,ESAR
7684,1379.5,FMM,ESAR
7685,1734.5,FMM,ESAR
7686,1468.5,FMM,ESAR
7687,1468.5,FMM,ESAR
7688,1503,FMM,ESAR
7689,1503,FMM,ESAR
7690,1580.5,FMM,ESAR
7691,1580.5,FMM,ESAR
7692,1641.5,FMM,ESAR
7693,1641.5,FMM,ESAR
7694,2196.5,FMM,ESAR
7695,2196.5,FMM,ESAR
7696,2081,FMM,ESAR
7697,2081,FMM,ESAR
7698,1696.5,FMM,ESAR
7699,1696.5,FMM,ESAR
7700,1353,FMM,ESAR
7701,1353,FMM,ESAR
7702,1367,FMM,ESAR
7703,1718.5,FMM,ESAR
7704,1734.5,FMM,ESAR
7705,1734.5,FMM,ESAR
7706,1468.5,FMM,ESAR
7707,1468.5,FMM,ESAR
7708,1503,FMM,ESAR
7709,1503,FMM,ESAR
7710,1580.5,FMM,ESAR
7711,1580.5,FMM,ESAR
7712,1641.5,FMM,ESAR
7713,1641.5,FMM,ESAR
7714,2196.5,FMM,ESAR
7715,2196.5,FMM,ESAR
7716,2081,FMM,ESAR
7717,2081,FMM,ESAR
7718,1696.5,FMM,ESAR
7719,1696.5,FMM,ESAR
7720,1353,FMM,ESAR
7721,1668,FMM,ESAR
7722,1983,FMM,ESAR
7723,1983,FMM,ESAR
7724,1975,FMM,ESAR
7725,1975,FMM,ESAR
7726,1845.5,FMM,ESAR
7727,1845.5,FMM,ESAR
7728,1616.5,FMM,ESAR
7729,1616.5,FMM,ESAR
7730,1714.5,FMM,ESAR
7731,1714.5,FMM,ESAR
7732,1544,FMM,ESAR
7733,1544,FMM,ESAR
7734,1568.5,FMM,ESAR
7735,1568.5,FMM,ESAR
7736,1668.5,FMM,ESAR
7737,1668.5,FMM,ESAR
7738,1248,FMM,ESAR
7739,1404.5,FMM,ESAR
7740,1668,FMM,ESAR
7741,1668,FMM,ESAR
7742,1983,FMM,ESAR
7743,1983,FMM,ESAR
7744,1975,FMM,ESAR
7745,1975,FMM,ESAR
7746,1845.5,FMM,ESAR
7747,1845.5,FMM,ESAR
7748,1616.5,FMM,ESAR
7749,1616.5,FMM,ESAR
7750,1714.5,FMM,ESAR
7751,1714.5,FMM,ESAR
7752,1544,FMM,ESAR
7753,1544,FMM,ESAR
7754,1568.5,FMM,ESAR
7755,1568.5,FMM,ESAR
7756,1668.5,FMM,ESAR
7757,1610,FMM,ESAR
7758,1822.5,FMM,ESAR
7759,1822.5,FMM,ESAR
7760,1740.5,FMM,ESAR
7761,1740.5,FMM,ESAR
7762,1706.5,FMM,ESAR
7763,1706.5,FMM,ESAR
7764,1550.5,FMM,ESAR
7765,1550.5,FMM,ESAR
7766,1567,FMM,ESAR
7767,1567,FMM,ESAR
7768,1796,FMM,ESAR
7769,1796,FMM,ESAR
7770,1724,FMM,ESAR
7771,1724,FMM,ESAR
7772,1451,FMM,ESAR
7773,1451,FMM,ESAR
7774,1680.5,FMM,ESAR
7775,1844,FMM,ESAR
7776,1610,FMM,ESAR
7777,1610,FMM,ESAR
7778,1822.5,FMM,ESAR
7779,1822.5,FMM,ESAR
7780,1740.5,FMM,ESAR
7781,1740.5,FMM,ESAR
7782,1706.5,FMM,ESAR
7783,1706.5,FMM,ESAR
7784,1550.5,FMM,ESAR
7785,1550.5,FMM,ESAR
7786,1567,FMM,ESAR
7787,1567,FMM,ESAR
7788,1796,FMM,ESAR
7789,1796,FMM,ESAR
7790,1724,FMM,ESAR
7791,1724,FMM,ESAR
7792,1451,FMM,ESAR
7793,1580,FMM,ESAR
7794,1684,FMM,ESAR
7795,1684,FMM,ESAR
7796,1576,FMM,ESAR
7797,1576,FMM,ESAR
7798,1667,FMM,ESAR
7799,1667,FMM,ESAR
7800,1516,FMM,ESAR
7801,1516,FMM,ESAR
7802,1305,FMM,ESAR
7803,1305,FMM,ESAR
7804,1580,FMM,ESAR
7805,1580,FMM,ESAR
7806,1722,FMM,ESAR
7807,1722,FMM,ESAR
7808,1723,FMM,ESAR
7809,1723,FMM,ESAR
7810,1584.5,FMM,ESAR
7811,1624,FMM,ESAR
7812,1580,FMM,ESAR
7813,1580,FMM,ESAR
7814,1684,FMM,ESAR
7815,1684,FMM,ESAR
7816,1576,FMM,ESAR
7817,1576,FMM,ESAR
7818,1667,FMM,ESAR
7819,1667,FMM,ESAR
7820,1516,FMM,ESAR
7821,1516,FMM,ESAR
7822,1305,FMM,ESAR
7823,1305,FMM,ESAR
7824,1580,FMM,ESAR
7825,1580,FMM,ESAR
7826,1722,FMM,ESAR
