,dEVI,Grid,Range
9184,997.5,MAC,WSAR
9185,1059.5,MAC,WSAR
9186,1059.5,MAC,WSAR
9187,1861.5,MAC,WSAR
9188,1285.5,MAC,WSAR
9189,1285.5,MAC,WSAR
9190,1170.5,MAC,WSAR
9191,1170.5,MAC,WSAR
9192,1287,MAC,WSAR
9193,1287,MAC,WSAR
9194,1873,MAC,WSAR
9195,1873,MAC,WSAR
9196,1574.5,MAC,WSAR
9197,1574.5,MAC,WSAR
9198,1567.5,MAC,WSAR
9199,1567.5,MAC,WSAR
9200,1285,MAC,WSAR
9201,1285,MAC,WSAR
9202,1421.5,MAC,WSAR
9203,1421.5,MAC,WSAR
9204,1502,MAC,WSAR
9205,1502,MAC,WSAR
9206,2234.5,MAC,WSAR
9207,2234.5,MAC,WSAR
9208,1971,MAC,WSAR
9209,1971,MAC,WSAR
9210,2025,MAC,WSAR
9211,2025,MAC,WSAR
9212,1919.5,MAC,WSAR
9213,1919.5,MAC,WSAR
9214,1660.5,MAC,WSAR
9215,1660.5,MAC,WSAR
9216,1224.5,MAC,WSAR
9217,1224.5,MAC,WSAR
9218,1277.5,MAC,WSAR
9219,1277.5,MAC,WSAR
9220,1038,MAC,WSAR
9221,1038,MAC,WSAR
9222,1478,MAC,WSAR
9223,1478,MAC,WSAR
9224,1339.5,MAC,WSAR
9225,1339.5,MAC,WSAR
9226,1497.5,MAC,WSAR
9227,1497.5,MAC,WSAR
9228,1566,MAC,WSAR
9229,1566,MAC,WSAR
9230,1386,MAC,WSAR
9231,1386,MAC,WSAR
9232,1357.5,MAC,WSAR
9233,1357.5,MAC,WSAR
9234,1801,MAC,WSAR
9235,1801,MAC,WSAR
9236,1576,MAC,WSAR
9237,1576,MAC,WSAR
9238,997.5,MAC,WSAR
9239,997.5,MAC,WSAR
9240,1059.5,MAC,WSAR
9241,1059.5,MAC,WSAR
9242,1098.5,MAC,WSAR
9243,1098.5,MAC,WSAR
9244,1272,MAC,WSAR
9245,1272,MAC,WSAR
9246,1687,MAC,WSAR
9247,1687,MAC,WSAR
9248,1406.5,MAC,WSAR
9249,1406.5,MAC,WSAR
9250,1478,MAC,WSAR
9251,1478,MAC,WSAR
9252,1898,MAC,WSAR
9253,1898,MAC,WSAR
9254,1718.5,MAC,WSAR
9255,1718.5,MAC,WSAR
9256,1565.5,MAC,WSAR
9257,1565.5,MAC,WSAR
9258,1826.5,MAC,WSAR
9259,1826.5,MAC,WSAR
9260,1886.5,MAC,WSAR
9261,1886.5,MAC,WSAR
9262,2190.5,MAC,WSAR
9263,2190.5,MAC,WSAR
9264,1868.5,MAC,WSAR
9265,1868.5,MAC,WSAR
9266,1550.5,MAC,WSAR
9267,1550.5,MAC,WSAR
9268,1547,MAC,WSAR
9269,1547,MAC,WSAR
9270,1257.5,MAC,WSAR
9271,1257.5,MAC,WSAR
9272,NA,MAC,WSAR
9273,1300,MAC,WSAR
9274,1433.5,MAC,WSAR
9275,1433.5,MAC,WSAR
9276,1342,MAC,WSAR
9277,1342,MAC,WSAR
9278,1332.5,MAC,WSAR
9279,1332.5,MAC,WSAR
9280,1172,MAC,WSAR
9281,1172,MAC,WSAR
9282,1520,MAC,WSAR
9283,1520,MAC,WSAR
9284,1507,MAC,WSAR
9285,1507,MAC,WSAR
9286,1259.5,MAC,WSAR
9287,1259.5,MAC,WSAR
9288,1098.5,MAC,WSAR
9289,1098.5,MAC,WSAR
9290,1272,MAC,WSAR
9291,1272,MAC,WSAR
9292,1687,MAC,WSAR
9293,1687,MAC,WSAR
9294,1406.5,MAC,WSAR
9295,1406.5,MAC,WSAR
9296,1478,MAC,WSAR
9297,1478,MAC,WSAR
9298,1017,WAB,WSAR
9299,1237,WAB,WSAR
9300,1237,WAB,WSAR
9301,1233.5,WAB,WSAR
9302,1233.5,WAB,WSAR
9303,1197,WAB,WSAR
9304,1197,WAB,WSAR
9305,1261.5,WAB,WSAR
9306,1261.5,WAB,WSAR
9307,1480.5,WAB,WSAR
9308,1480.5,WAB,WSAR
9309,1628,WAB,WSAR
9310,1628,WAB,WSAR
9311,1759.5,WAB,WSAR
9312,1759.5,WAB,WSAR
9313,1736.5,WAB,WSAR
9314,1736.5,WAB,WSAR
9315,1550,WAB,WSAR
9316,1550,WAB,WSAR
9317,1358.5,WAB,WSAR
9318,1358.5,WAB,WSAR
9319,1371,WAB,WSAR
9320,1371,WAB,WSAR
9321,996,WAB,WSAR
9322,996,WAB,WSAR
9323,1247.5,WAB,WSAR
9324,1247.5,WAB,WSAR
9325,1074.5,WAB,WSAR
9326,1074.5,WAB,WSAR
9327,1283,WAB,WSAR
9328,1283,WAB,WSAR
9329,1142,WAB,WSAR
9330,1142,WAB,WSAR
9331,1230,WAB,WSAR
9332,1230,WAB,WSAR
9333,1115.5,WAB,WSAR
9334,1115.5,WAB,WSAR
9335,1359.5,WAB,WSAR
9336,1359.5,WAB,WSAR
9337,1086.5,WAB,WSAR
9338,1086.5,WAB,WSAR
9339,1722.5,WAB,WSAR
9340,1722.5,WAB,WSAR
9341,1684.5,WAB,WSAR
9342,1684.5,WAB,WSAR
9343,1652.5,WAB,WSAR
9344,1652.5,WAB,WSAR
9345,1513,WAB,WSAR
9346,1513,WAB,WSAR
9347,1208,WAB,WSAR
9348,1208,WAB,WSAR
9349,1192,WAB,WSAR
9350,1192,WAB,WSAR
9351,1352.5,WAB,WSAR
9352,1352.5,WAB,WSAR
9353,1323.5,WAB,WSAR
9354,1323.5,WAB,WSAR
9355,1177,WAB,WSAR
9356,1177,WAB,WSAR
9357,1336,WAB,WSAR
9358,1336,WAB,WSAR
9359,1112.5,WAB,WSAR
9360,1112.5,WAB,WSAR
9361,1631.5,WAB,WSAR
9362,1631.5,WAB,WSAR
9363,1581.5,WAB,WSAR
9364,1581.5,WAB,WSAR
9365,1620.5,WAB,WSAR
9366,1620.5,WAB,WSAR
9367,1277.5,WAB,WSAR
9368,1277.5,WAB,WSAR
9369,1253.5,WAB,WSAR
9370,1253.5,WAB,WSAR
9371,1311,WAB,WSAR
9372,1311,WAB,WSAR
9373,1432,WAB,WSAR
9374,1432,WAB,WSAR
9375,1046,WAB,WSAR
9376,1046,WAB,WSAR
9377,1171,WAB,WSAR
9378,1171,WAB,WSAR
9379,1141,WAB,WSAR
9380,1141,WAB,WSAR
9381,1018.5,WAB,WSAR
9382,1018.5,WAB,WSAR
9383,1425,WAB,WSAR
9384,1425,WAB,WSAR
9385,1465,WAB,WSAR
9386,1465,WAB,WSAR
9387,1157.5,WAB,WSAR
9388,1157.5,WAB,WSAR
9389,1115.5,WAB,WSAR
9390,1115.5,WAB,WSAR
9391,1359.5,WAB,WSAR
9392,1359.5,WAB,WSAR
9393,1086.5,WAB,WSAR
9394,1086.5,WAB,WSAR
9395,1722.5,WAB,WSAR
9396,1722.5,WAB,WSAR
9397,1684.5,WAB,WSAR
9398,1684.5,WAB,WSAR
9399,1652.5,WAB,WSAR
9400,1652.5,WAB,WSAR
9401,1513,WAB,WSAR
9402,1513,WAB,WSAR
9403,1208,WAB,WSAR
9404,1208,WAB,WSAR
9405,1192,WAB,WSAR
9406,1192,WAB,WSAR
9407,1352.5,WAB,WSAR
9408,1352.5,WAB,WSAR
9409,1323.5,WAB,WSAR
9410,1323.5,WAB,WSAR
9411,1177,WAB,WSAR
9412,1177,WAB,WSAR
9413,1336,WAB,WSAR
9414,1336,WAB,WSAR
9415,1112.5,WAB,WSAR
9416,1112.5,WAB,WSAR
9417,1631.5,WAB,WSAR
9418,1631.5,WAB,WSAR
9419,1581.5,WAB,WSAR
9420,1581.5,WAB,WSAR
9421,1620.5,WAB,WSAR
9422,1620.5,WAB,WSAR
9423,1277.5,WAB,WSAR
9424,1277.5,WAB,WSAR
9425,1253.5,WAB,WSAR
9426,1253.5,WAB,WSAR
9427,1311,WAB,WSAR
9428,1311,WAB,WSAR
9429,1432,WAB,WSAR
9430,1432,WAB,WSAR
9431,1046,WAB,WSAR
9432,1046,WAB,WSAR
9433,1171,WAB,WSAR
9434,1171,WAB,WSAR
9435,1141,WAB,WSAR
9436,1141,WAB,WSAR
9437,1018.5,WAB,WSAR
9438,1018.5,WAB,WSAR
9439,1425,WAB,WSAR
9440,1425,WAB,WSAR
9441,1089.5,WAB,WSAR
9442,1489.5,WAB,WSAR
9443,1489.5,WAB,WSAR
9444,1773.5,WAB,WSAR
9445,1773.5,WAB,WSAR
9446,1618.5,WAB,WSAR
9447,1618.5,WAB,WSAR
9448,800.5,WAB,WSAR
9449,800.5,WAB,WSAR
9450,1069,WAB,WSAR
9451,1069,WAB,WSAR
9452,871.5,WAB,WSAR
9453,871.5,WAB,WSAR
9454,988.5,WAB,WSAR
9455,988.5,WAB,WSAR
9456,1182,WAB,WSAR
9457,1182,WAB,WSAR
9458,1495,WAB,WSAR
9459,1495,WAB,WSAR
9460,1595,WAB,WSAR
9461,1595,WAB,WSAR
9462,1501,WAB,WSAR
9463,1501,WAB,WSAR
9464,1160,WAB,WSAR
9465,1160,WAB,WSAR
9466,1217,WAB,WSAR
9467,1217,WAB,WSAR
9468,1842.5,WAB,WSAR
9469,1842.5,WAB,WSAR
9470,2136.5,WAB,WSAR
9471,2136.5,WAB,WSAR
9472,2098,WAB,WSAR
9473,2098,WAB,WSAR
9474,1212,WAB,WSAR
9475,1212,WAB,WSAR
9476,1161.5,WAB,WSAR
9477,1161.5,WAB,WSAR
9478,1279.5,WAB,WSAR
9479,1279.5,WAB,WSAR
9480,1324.5,WAB,WSAR
9481,1324.5,WAB,WSAR
9482,1160.5,WAB,WSAR
9483,1160.5,WAB,WSAR
9484,1261,WAB,WSAR
9485,1261,WAB,WSAR
9486,1229,WAB,WSAR
9487,1229,WAB,WSAR
9488,1174,WAB,WSAR
9489,1174,WAB,WSAR
9490,1036,WAB,WSAR
9491,1036,WAB,WSAR
9492,1220.5,WAB,WSAR
9493,1220.5,WAB,WSAR
9494,1498.5,WAB,WSAR
9495,1054,WAB,WSAR
9496,1089.5,WAB,WSAR
9497,1089.5,WAB,WSAR
9498,1489.5,WAB,WSAR
9499,1489.5,WAB,WSAR
9500,1773.5,WAB,WSAR
9501,1773.5,WAB,WSAR
9502,1618.5,WAB,WSAR
9503,1618.5,WAB,WSAR
9504,800.5,WAB,WSAR
9505,800.5,WAB,WSAR
9506,1069,WAB,WSAR
9507,1069,WAB,WSAR
9508,871.5,WAB,WSAR
9509,871.5,WAB,WSAR
9510,988.5,WAB,WSAR
9511,988.5,WAB,WSAR
9512,1182,WAB,WSAR
9513,1182,WAB,WSAR
9514,1495,WAB,WSAR
9515,1495,WAB,WSAR
9516,1595,WAB,WSAR
9517,1595,WAB,WSAR
9518,1501,WAB,WSAR
9519,1501,WAB,WSAR
9520,1160,WAB,WSAR
9521,1160,WAB,WSAR
9522,1217,WAB,WSAR
9523,1217,WAB,WSAR
9524,1842.5,WAB,WSAR
9525,1842.5,WAB,WSAR
9526,2136.5,WAB,WSAR
9527,2136.5,WAB,WSAR
9528,2098,WAB,WSAR
9529,NA,WAB,WSAR
9530,1212,WAB,WSAR
9531,1212,WAB,WSAR
9532,1161.5,WAB,WSAR
9533,1161.5,WAB,WSAR
9534,1279.5,WAB,WSAR
9535,1279.5,WAB,WSAR
9536,1324.5,WAB,WSAR
9537,1324.5,WAB,WSAR
9538,1160.5,WAB,WSAR
9539,1160.5,WAB,WSAR
9540,1261,WAB,WSAR
9541,1261,WAB,WSAR
9542,1229,WAB,WSAR
9543,1229,WAB,WSAR
9544,1174,WAB,WSAR
9545,1174,WAB,WSAR
9546,1036,WAB,WSAR
9547,1036,WAB,WSAR
9548,1220.5,WAB,WSAR
9549,1033.5,WAB,WSAR
9550,1033.5,WAB,WSAR
9551,961,WAB,WSAR
9552,961,WAB,WSAR
9553,1205.5,WAB,WSAR
9554,1205.5,WAB,WSAR
9555,1223,WAB,WSAR
9556,1223,WAB,WSAR
9557,1181,WAB,WSAR
9558,1181,WAB,WSAR
9559,842.5,WAB,WSAR
9560,842.5,WAB,WSAR
9561,876.5,WAB,WSAR
9562,876.5,WAB,WSAR
9563,1165.5,WAB,WSAR
9564,1165.5,WAB,WSAR
9565,1298.5,WAB,WSAR
9566,1298.5,WAB,WSAR
9567,1589,WAB,WSAR
9568,1589,WAB,WSAR
9569,1667,WAB,WSAR
9570,1667,WAB,WSAR
9571,2148,WAB,WSAR
9572,2148,WAB,WSAR
9573,2391.5,WAB,WSAR
9574,2391.5,WAB,WSAR
9575,2351,WAB,WSAR
9576,2351,WAB,WSAR
9577,2029,WAB,WSAR
9578,2029,WAB,WSAR
9579,1888,WAB,WSAR
9580,1888,WAB,WSAR
9581,783,WAB,WSAR
9582,NA,WAB,WSAR
9583,1166,WAB,WSAR
9584,1166,WAB,WSAR
9585,1314.5,WAB,WSAR
9586,1314.5,WAB,WSAR
9587,1183,WAB,WSAR
9588,1183,WAB,WSAR
9589,1180.5,WAB,WSAR
9590,1180.5,WAB,WSAR
9591,1150.5,WAB,WSAR
9592,1150.5,WAB,WSAR
9593,1229.5,WAB,WSAR
9594,1229.5,WAB,WSAR
9595,1173.5,WAB,WSAR
9596,1173.5,WAB,WSAR
9597,1116.5,WAB,WSAR
9598,1116.5,WAB,WSAR
9599,949,WAB,WSAR
9600,949,WAB,WSAR
9601,963,WAB,WSAR
9602,963,WAB,WSAR
9603,810.5,WAB,WSAR
9604,810.5,WAB,WSAR
9605,1033.5,WAB,WSAR
9606,1033.5,WAB,WSAR
9607,961,WAB,WSAR
9608,961,WAB,WSAR
9609,1205.5,WAB,WSAR
9610,1205.5,WAB,WSAR
9611,1223,WAB,WSAR
9612,1223,WAB,WSAR
9613,1181,WAB,WSAR
9614,1181,WAB,WSAR
9615,842.5,WAB,WSAR
9616,842.5,WAB,WSAR
9617,876.5,WAB,WSAR
9618,876.5,WAB,WSAR
9619,1165.5,WAB,WSAR
9620,1165.5,WAB,WSAR
9621,1298.5,WAB,WSAR
9622,1298.5,WAB,WSAR
9623,1589,WAB,WSAR
9624,1589,WAB,WSAR
9625,1667,WAB,WSAR
9626,1667,WAB,WSAR
9627,2148,WAB,WSAR
9628,2148,WAB,WSAR
9629,2391.5,WAB,WSAR
9630,2391.5,WAB,WSAR
9631,2351,WAB,WSAR
9632,2351,WAB,WSAR
9633,2029,WAB,WSAR
9634,2029,WAB,WSAR
9635,1888,WAB,WSAR
9636,1888,WAB,WSAR
9637,783,WAB,WSAR
9638,783,WAB,WSAR
9639,1166,WAB,WSAR
9640,1166,WAB,WSAR
9641,1314.5,WAB,WSAR
9642,1314.5,WAB,WSAR
9643,1183,WAB,WSAR
9644,1183,WAB,WSAR
9645,1180.5,WAB,WSAR
9646,1180.5,WAB,WSAR
9647,1150.5,WAB,WSAR
9648,1150.5,WAB,WSAR
9649,1229.5,WAB,WSAR
9650,1229.5,WAB,WSAR
9651,1173.5,WAB,WSAR
9652,1173.5,WAB,WSAR
9653,1116.5,WAB,WSAR
9654,1116.5,WAB,WSAR
9655,949,WAB,WSAR
9656,949,WAB,WSAR
9657,857.5,WAB,WSAR
9658,857.5,WAB,WSAR
9659,969.5,WAB,WSAR
9660,969.5,WAB,WSAR
9661,1175,WAB,WSAR
9662,1175,WAB,WSAR
9663,1327.5,WAB,WSAR
9664,1327.5,WAB,WSAR
9665,1238,WAB,WSAR
9666,1238,WAB,WSAR
9667,1031,WAB,WSAR
9668,1031,WAB,WSAR
9669,1064.5,WAB,WSAR
9670,1064.5,WAB,WSAR
9671,1004,WAB,WSAR
9672,1004,WAB,WSAR
9673,1285.5,WAB,WSAR
9674,1285.5,WAB,WSAR
9675,1917,WAB,WSAR
9676,1917,WAB,WSAR
9677,1434,WAB,WSAR
9678,1434,WAB,WSAR
9679,1438,WAB,WSAR
9680,1438,WAB,WSAR
9681,1861.5,WAB,WSAR
9682,1861.5,WAB,WSAR
9683,2402,WAB,WSAR
9684,2402,WAB,WSAR
9685,2189,WAB,WSAR
9686,2189,WAB,WSAR
9687,1751.5,WAB,WSAR
9688,1751.5,WAB,WSAR
9689,1211,WAB,WSAR
9690,1211,WAB,WSAR
9691,1228,WAB,WSAR
9692,1228,WAB,WSAR
9693,1593,WAB,WSAR
9694,1593,WAB,WSAR
9695,1460,WAB,WSAR
9696,1460,WAB,WSAR
9697,1041.5,WAB,WSAR
9698,1041.5,WAB,WSAR
9699,1196,WAB,WSAR
9700,1196,WAB,WSAR
9701,1002.5,WAB,WSAR
9702,1002.5,WAB,WSAR
9703,1178,WAB,WSAR
9704,1178,WAB,WSAR
9705,806.5,WAB,WSAR
9706,806.5,WAB,WSAR
9707,1206.5,WAB,WSAR
9708,1206.5,WAB,WSAR
9709,1241.5,WAB,WSAR
9710,1241.5,WAB,WSAR
9711,706,WAB,WSAR
9712,857.5,WAB,WSAR
9713,857.5,WAB,WSAR
9714,969.5,WAB,WSAR
9715,969.5,WAB,WSAR
9716,1175,WAB,WSAR
9717,1175,WAB,WSAR
9718,1327.5,WAB,WSAR
9719,1327.5,WAB,WSAR
9720,1238,WAB,WSAR
9721,1238,WAB,WSAR
9722,1031,WAB,WSAR
9723,1031,WAB,WSAR
9724,1064.5,WAB,WSAR
9725,1064.5,WAB,WSAR
9726,1004,WAB,WSAR
9727,1004,WAB,WSAR
9728,1285.5,WAB,WSAR
9729,1285.5,WAB,WSAR
9730,1917,WAB,WSAR
9731,1917,WAB,WSAR
9732,1434,WAB,WSAR
9733,1434,WAB,WSAR
9734,1438,WAB,WSAR
9735,1438,WAB,WSAR
9736,1861.5,WAB,WSAR
9737,1861.5,WAB,WSAR
9738,2402,WAB,WSAR
9739,2402,WAB,WSAR
9740,2189,WAB,WSAR
9741,2189,WAB,WSAR
9742,1751.5,WAB,WSAR
9743,1751.5,WAB,WSAR
9744,1211,WAB,WSAR
9745,1211,WAB,WSAR
9746,1228,WAB,WSAR
9747,1228,WAB,WSAR
9748,1593,WAB,WSAR
9749,1593,WAB,WSAR
9750,1460,WAB,WSAR
9751,1460,WAB,WSAR
9752,1041.5,WAB,WSAR
9753,1041.5,WAB,WSAR
9754,1196,WAB,WSAR
9755,1196,WAB,WSAR
9756,1002.5,WAB,WSAR
9757,1002.5,WAB,WSAR
9758,1178,WAB,WSAR
9759,1178,WAB,WSAR
9760,806.5,WAB,WSAR
9761,806.5,WAB,WSAR
9762,1206.5,WAB,WSAR
9763,1206.5,WAB,WSAR
9764,1241.5,WAB,WSAR
9765,709,WAB,WSAR
9766,974,WAB,WSAR
9767,974,WAB,WSAR
9768,1162.5,WAB,WSAR
9769,1162.5,WAB,WSAR
9770,1290.5,WAB,WSAR
9771,1290.5,WAB,WSAR
9772,1241,WAB,WSAR
9773,1241,WAB,WSAR
9774,1286.5,WAB,WSAR
9775,1286.5,WAB,WSAR
9776,885,WAB,WSAR
9777,885,WAB,WSAR
9778,1294,WAB,WSAR
9779,1294,WAB,WSAR
9780,1390,WAB,WSAR
9781,1390,WAB,WSAR
9782,1247.5,WAB,WSAR
9783,1247.5,WAB,WSAR
9784,2067,WAB,WSAR
9785,2067,WAB,WSAR
9786,1811,WAB,WSAR
9787,1811,WAB,WSAR
9788,2071,WAB,WSAR
9789,2071,WAB,WSAR
9790,2095,WAB,WSAR
9791,2095,WAB,WSAR
9792,2173,WAB,WSAR
9793,2173,WAB,WSAR
9794,1821,WAB,WSAR
9795,1821,WAB,WSAR
9796,1437,WAB,WSAR
9797,1437,WAB,WSAR
9798,915,WAB,WSAR
9799,915,WAB,WSAR
9800,1290,WAB,WSAR
9801,1290,WAB,WSAR
9802,1010,WAB,WSAR
9803,1010,WAB,WSAR
9804,1172,WAB,WSAR
9805,1172,WAB,WSAR
9806,1149.5,WAB,WSAR
9807,1149.5,WAB,WSAR
9808,986,WAB,WSAR
9809,986,WAB,WSAR
9810,899.5,WAB,WSAR
9811,899.5,WAB,WSAR
9812,941.5,WAB,WSAR
9813,941.5,WAB,WSAR
9814,1162,WAB,WSAR
9815,1162,WAB,WSAR
9816,1342.5,WAB,WSAR
9817,1342.5,WAB,WSAR
9818,1521.5,WAB,WSAR
9819,571.5,WAB,WSAR
9820,709,WAB,WSAR
9821,709,WAB,WSAR
9822,974,WAB,WSAR
9823,974,WAB,WSAR
9824,1162.5,WAB,WSAR
9825,1162.5,WAB,WSAR
9826,1290.5,WAB,WSAR
9827,1290.5,WAB,WSAR
9828,1241,WAB,WSAR
9829,1241,WAB,WSAR
9830,1286.5,WAB,WSAR
9831,1286.5,WAB,WSAR
9832,885,WAB,WSAR
9833,885,WAB,WSAR
9834,1294,WAB,WSAR
9835,1294,WAB,WSAR
9836,1390,WAB,WSAR
9837,1390,WAB,WSAR
9838,1247.5,WAB,WSAR
9839,1247.5,WAB,WSAR
9840,2067,WAB,WSAR
9841,2067,WAB,WSAR
9842,1811,WAB,WSAR
9843,1811,WAB,WSAR
9844,2071,WAB,WSAR
9845,2071,WAB,WSAR
9846,2095,WAB,WSAR
9847,2095,WAB,WSAR
9848,2173,WAB,WSAR
9849,2173,WAB,WSAR
9850,1821,WAB,WSAR
9851,1821,WAB,WSAR
9852,1437,WAB,WSAR
9853,1437,WAB,WSAR
9854,915,WAB,WSAR
9855,915,WAB,WSAR
9856,1290,WAB,WSAR
9857,1290,WAB,WSAR
9858,1010,WAB,WSAR
9859,1010,WAB,WSAR
9860,1172,WAB,WSAR
9861,1172,WAB,WSAR
9862,1149.5,WAB,WSAR
9863,1149.5,WAB,WSAR
9864,986,WAB,WSAR
9865,986,WAB,WSAR
9866,899.5,WAB,WSAR
9867,899.5,WAB,WSAR
9868,941.5,WAB,WSAR
9869,941.5,WAB,WSAR
9870,1162,WAB,WSAR
9871,1162,WAB,WSAR
9872,1342.5,WAB,WSAR
9873,717.5,WAB,WSAR
9874,717.5,WAB,WSAR
9875,1079,WAB,WSAR
9876,1079,WAB,WSAR
9877,1101.5,WAB,WSAR
9878,1101.5,WAB,WSAR
9879,1145,WAB,WSAR
9880,1145,WAB,WSAR
9881,1314.5,WAB,WSAR
9882,1314.5,WAB,WSAR
9883,1485,WAB,WSAR
9884,1485,WAB,WSAR
9885,1377,WAB,WSAR
9886,1377,WAB,WSAR
9887,1262.5,WAB,WSAR
9888,1262.5,WAB,WSAR
9889,1347,WAB,WSAR
9890,1347,WAB,WSAR
9891,1673,WAB,WSAR
9892,1673,WAB,WSAR
9893,1908,WAB,WSAR
9894,1908,WAB,WSAR
9895,1755,WAB,WSAR
9896,1755,WAB,WSAR
9897,1956,WAB,WSAR
9898,1956,WAB,WSAR
9899,2160.5,WAB,WSAR
9900,2160.5,WAB,WSAR
9901,1735,WAB,WSAR
9902,1735,WAB,WSAR
9903,1049.5,WAB,WSAR
9904,1049.5,WAB,WSAR
9905,962.5,WAB,WSAR
9906,962.5,WAB,WSAR
9907,1282.5,WAB,WSAR
9908,1282.5,WAB,WSAR
9909,1292.5,WAB,WSAR
9910,1292.5,WAB,WSAR
9911,971,WAB,WSAR
9912,971,WAB,WSAR
9913,881,WAB,WSAR
9914,881,WAB,WSAR
9915,884.5,WAB,WSAR
9916,884.5,WAB,WSAR
9917,1030,WAB,WSAR
9918,1030,WAB,WSAR
9919,932.5,WAB,WSAR
9920,932.5,WAB,WSAR
9921,889,WAB,WSAR
9922,889,WAB,WSAR
9923,1060.5,WAB,WSAR
9924,1060.5,WAB,WSAR
9925,1169,WAB,WSAR
9926,1169,WAB,WSAR
9927,825,WAB,WSAR
9928,825,WAB,WSAR
9929,717.5,WAB,WSAR
9930,717.5,WAB,WSAR
9931,1079,WAB,WSAR
9932,1079,WAB,WSAR
9933,1101.5,WAB,WSAR
9934,1101.5,WAB,WSAR
9935,1145,WAB,WSAR
9936,1145,WAB,WSAR
9937,1314.5,WAB,WSAR
9938,1314.5,WAB,WSAR
9939,1485,WAB,WSAR
9940,1485,WAB,WSAR
9941,1377,WAB,WSAR
9942,1377,WAB,WSAR
9943,1262.5,WAB,WSAR
9944,1262.5,WAB,WSAR
9945,1347,WAB,WSAR
9946,1347,WAB,WSAR
9947,1673,WAB,WSAR
9948,1673,WAB,WSAR
9949,1908,WAB,WSAR
9950,1908,WAB,WSAR
9951,1755,WAB,WSAR
9952,1755,WAB,WSAR
9953,1956,WAB,WSAR
9954,1956,WAB,WSAR
9955,2160.5,WAB,WSAR
9956,2160.5,WAB,WSAR
9957,1735,WAB,WSAR
9958,1735,WAB,WSAR
9959,1049.5,WAB,WSAR
9960,NA,WAB,WSAR
9961,NA,WAB,WSAR
9962,962.5,WAB,WSAR
9963,1282.5,WAB,WSAR
9964,1282.5,WAB,WSAR
9965,1292.5,WAB,WSAR
9966,1292.5,WAB,WSAR
9967,971,WAB,WSAR
9968,971,WAB,WSAR
9969,881,WAB,WSAR
9970,881,WAB,WSAR
9971,884.5,WAB,WSAR
9972,884.5,WAB,WSAR
9973,1030,WAB,WSAR
9974,1030,WAB,WSAR
9975,932.5,WAB,WSAR
9976,932.5,WAB,WSAR
9977,889,WAB,WSAR
9978,889,WAB,WSAR
9979,1060.5,WAB,WSAR
9980,1060.5,WAB,WSAR
9981,581.5,WAB,WSAR
9982,918.5,WAB,WSAR
9983,918.5,WAB,WSAR
9984,1180.5,WAB,WSAR
9985,1180.5,WAB,WSAR
9986,1019,WAB,WSAR
9987,1019,WAB,WSAR
9988,1014.5,WAB,WSAR
9989,1014.5,WAB,WSAR
9990,1233.5,WAB,WSAR
9991,1233.5,WAB,WSAR
9992,1516.5,WAB,WSAR
9993,1516.5,WAB,WSAR
9994,1461,WAB,WSAR
9995,1461,WAB,WSAR
9996,1425,WAB,WSAR
9997,1425,WAB,WSAR
9998,1273.5,WAB,WSAR
9999,1273.5,WAB,WSAR
10000,1349,WAB,WSAR
10001,1349,WAB,WSAR
10002,1796,WAB,WSAR
10003,1796,WAB,WSAR
10004,1861.5,WAB,WSAR
10005,1861.5,WAB,WSAR
10006,2157,WAB,WSAR
10007,2157,WAB,WSAR
10008,2155.5,WAB,WSAR
10009,2155.5,WAB,WSAR
10010,686.5,WAB,WSAR
10011,686.5,WAB,WSAR
10012,345,WAB,WSAR
10013,NA,WAB,WSAR
10014,NA,WAB,WSAR
10015,1711.5,WAB,WSAR
10016,1204,WAB,WSAR
10017,1204,WAB,WSAR
10018,976.5,WAB,WSAR
10019,976.5,WAB,WSAR
10020,839.5,WAB,WSAR
10021,839.5,WAB,WSAR
10022,937.5,WAB,WSAR
10023,937.5,WAB,WSAR
10024,741.5,WAB,WSAR
10025,741.5,WAB,WSAR
10026,996,WAB,WSAR
10027,996,WAB,WSAR
10028,1115.5,WAB,WSAR
10029,1115.5,WAB,WSAR
10030,853,WAB,WSAR
10031,853,WAB,WSAR
10032,1000.5,WAB,WSAR
10033,1000.5,WAB,WSAR
10034,1060,WAB,WSAR
10035,325,WAB,WSAR
10036,581.5,WAB,WSAR
10037,581.5,WAB,WSAR
10038,918.5,WAB,WSAR
10039,918.5,WAB,WSAR
10040,1180.5,WAB,WSAR
10041,1180.5,WAB,WSAR
10042,1019,WAB,WSAR
10043,1019,WAB,WSAR
10044,1014.5,WAB,WSAR
10045,1014.5,WAB,WSAR
10046,1233.5,WAB,WSAR
10047,1233.5,WAB,WSAR
10048,1516.5,WAB,WSAR
10049,1516.5,WAB,WSAR
10050,1461,WAB,WSAR
10051,1461,WAB,WSAR
10052,1425,WAB,WSAR
10053,1425,WAB,WSAR
10054,1273.5,WAB,WSAR
10055,1273.5,WAB,WSAR
10056,1349,WAB,WSAR
10057,1349,WAB,WSAR
10058,1796,WAB,WSAR
10059,1796,WAB,WSAR
10060,1861.5,WAB,WSAR
10061,1861.5,WAB,WSAR
10062,2157,WAB,WSAR
10063,2157,WAB,WSAR
10064,2155.5,WAB,WSAR
10065,2155.5,WAB,WSAR
10066,686.5,WAB,WSAR
10067,686.5,WAB,WSAR
